Name|Descriptor|IsClassMethod|ReturnType|ParamsTypes|KeywordsTypes|BodyStartStatementId|LocalVariablesTableName
6 (newStatic)|7 (()Lrtl/NSObject;)|true|id|||8|global_MyClass1_MethodsTable_newStatic_LocalVariablesTable.csv
